Rk,Player,From,To,Tm,Lg,MPG,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1,LeBron James,2004,2020,TOT,NBA,38.4,1258,1257,48329,27.5,.219,.407,3.7,18.5,11.2,36.4,2.2,1.6,13.1,31.5,116,104,165.7,70.4,236.1,.235,7.1,1.8,8.9,133.2
2,Kevin Durant,2008,2019,TOT,NBA,36.9,849,849,31305,25.2,.260,.410,2.3,18.5,10.7,19.6,1.5,2.3,12.4,30.1,117,105,101.0,40.8,141.7,.217,6.0,0.7,6.7,69.0
3,Damian Lillard,2013,2020,POR,NBA,36.3,607,607,22047,21.9,.423,.330,1.9,10.6,6.3,29.9,1.3,0.7,11.8,28.4,117,111,65.2,14.6,79.9,.174,5.3,-0.7,4.6,36.9
4,John Wall,2011,2019,WAS,NBA,35.9,573,561,20545,19.4,.183,.345,1.8,11.9,6.8,42.4,2.4,1.6,17.3,27.4,104,106,21.5,22.8,44.3,.104,2.5,0.1,2.6,23.6
5,Andrew Wiggins,2015,2020,TOT,NBA,35.8,454,454,16242,14.7,.217,.327,3.9,9.9,6.9,10.8,1.4,1.4,10.0,25.6,104,114,9.5,5.4,15.0,.044,0.0,-2.0,-1.9,0.2
6,Carmelo Anthony,2004,2020,TOT,NBA,35.7,1114,1106,39752,19.9,.196,.353,5.4,15.3,10.3,15.1,1.4,1.1,10.7,30.4,108,108,66.6,35.4,102.0,.123,2.8,-1.2,1.6,35.7
7,Chris Paul,2006,2020,TOT,NBA,34.9,1013,1013,35353,25.1,.266,.349,2.2,12.7,7.5,45.6,3.3,0.3,13.2,23.9,123,105,132.2,47.3,179.5,.244,5.3,2.2,7.6,85.6
8,Blake Griffin,2011,2020,TOT,NBA,34.8,622,622,21671,22.0,.121,.423,7.2,21.7,14.5,22.4,1.3,1.2,11.9,28.1,112,106,49.9,25.3,75.2,.167,3.6,0.2,3.8,31.9
9,Bradley Beal,2013,2020,WAS,NBA,34.6,545,511,18832,17.8,.355,.251,2.6,10.3,6.4,19.2,1.6,1.0,10.8,26.6,109,110,27.1,14.4,41.5,.106,2.4,-0.8,1.6,17.0
10,Russell Westbrook,2009,2020,TOT,NBA,34.6,874,857,30235,23.5,.194,.376,5.5,17.0,11.3,42.3,2.5,0.7,15.7,32.7,109,105,60.5,40.7,101.3,.161,4.2,0.6,4.8,52.1
11,Anthony Davis,2013,2020,TOT,NBA,34.5,521,516,17997,27.5,.085,.409,8.2,25.0,16.6,11.2,2.0,5.7,8.6,28.5,117,103,52.6,29.7,82.3,.219,4.8,1.5,6.3,37.7
12,LaMarcus Aldridge,2007,2020,TOT,NBA,34.4,1003,962,34518,20.8,.036,.274,9.0,18.9,13.9,10.3,1.1,2.6,8.0,25.9,112,106,70.4,41.1,111.4,.155,2.0,-0.3,1.7,32.4
13,Ben Simmons,2018,2020,PHI,NBA,34.4,214,214,7362,20.2,.009,.409,6.4,19.3,13.0,35.5,2.4,1.8,19.7,21.8,113,105,12.7,11.8,24.4,.159,1.9,2.1,4.0,11.2
14,Karl-Anthony Towns,2016,2020,MIN,NBA,34.4,358,358,12307,25.1,.223,.310,10.2,28.6,19.3,14.0,1.1,3.6,12.2,26.3,120,108,36.9,13.6,50.4,.197,4.8,0.0,4.8,21.2
15,Stephen Curry,2010,2020,GSW,NBA,34.3,699,693,23998,23.8,.481,.237,2.3,11.8,7.2,31.5,2.5,0.5,14.2,27.9,118,107,76.5,26.7,103.2,.207,6.0,0.4,6.4,50.7
16,James Harden,2010,2020,TOT,NBA,34.3,826,613,28347,24.7,.458,.526,2.6,14.5,8.6,32.0,2.3,1.2,15.2,30.7,118,107,100.7,32.6,133.3,.226,6.0,0.9,6.9,63.6
17,DeMar DeRozan,2010,2020,TOT,NBA,34.2,813,801,27765,18.2,.094,.400,2.5,12.0,7.3,17.8,1.5,0.7,10.0,27.1,110,110,47.0,19.5,66.5,.115,1.2,-0.8,0.4,16.5
18,Kemba Walker,2012,2020,TOT,NBA,33.9,655,610,22199,19.4,.373,.287,1.9,10.8,6.3,28.4,1.9,1.0,10.5,27.3,109,109,34.8,19.2,54.0,.117,3.3,-0.4,2.9,27.5
19,Kyrie Irving,2012,2020,TOT,NBA,33.8,528,528,17827,22.2,.308,.248,2.5,9.7,6.1,30.9,2.0,0.9,11.9,29.3,114,109,45.8,15.5,61.3,.165,4.7,-0.2,4.5,29.2
20,Donovan Mitchell,2018,2020,UTA,NBA,33.8,219,211,7401,17.5,.363,.238,2.4,10.7,6.6,20.5,1.9,0.8,11.6,30.6,105,108,5.7,9.7,15.4,.100,1.5,0.0,1.4,6.5
21,Dwight Howard,2005,2020,TOT,NBA,33.6,1106,1045,37177,21.5,.006,.790,12.0,29.5,20.9,7.3,1.4,4.4,16.8,22.6,111,100,61.9,72.1,133.9,.173,1.0,1.1,2.1,38.4
22,Devin Booker,2016,2020,PHO,NBA,33.5,334,309,11186,16.8,.322,.336,1.6,10.3,5.9,23.9,1.1,0.6,14.4,29.1,107,115,12.5,3.3,15.9,.068,1.6,-1.9,-0.3,4.8
23,Paul George,2011,2020,TOT,NBA,33.5,646,598,21646,19.2,.411,.306,3.0,17.9,10.5,17.0,2.6,1.1,12.8,26.5,109,102,32.4,36.7,69.1,.153,2.7,1.4,4.1,33.1
24,Pau Gasol,2002,2019,TOT,NBA,33.4,1226,1150,41001,21.4,.031,.401,8.6,22.2,15.5,16.7,0.8,3.5,12.5,23.3,113,104,89.9,54.1,144.1,.169,2.8,0.8,3.6,57.5
25,Jrue Holiday,2010,2020,TOT,NBA,33.3,707,634,23508,16.9,.265,.190,2.9,10.1,6.5,30.8,2.3,1.2,15.5,23.6,105,108,20.2,22.8,43.0,.088,1.2,0.0,1.2,19.2
26,Marc Gasol,2009,2020,TOT,NBA,33.2,831,816,27555,18.2,.112,.379,5.8,21.2,13.4,17.2,1.4,3.7,13.3,20.8,111,104,42.1,40.1,82.2,.143,1.4,1.7,3.1,35.4
27,Rudy Gay,2007,2020,TOT,NBA,33.2,939,777,31175,16.7,.208,.272,4.8,15.6,10.2,11.3,1.9,1.8,12.2,24.5,105,108,26.1,30.3,56.4,.087,0.9,-0.2,0.7,21.6
28,Andre Iguodala,2005,2020,TOT,NBA,33.2,1122,779,37293,15.7,.286,.376,3.2,14.0,8.7,19.6,2.3,1.2,14.9,17.3,111,105,50.5,46.3,96.8,.125,0.9,1.3,2.3,40.0
29,Jimmy Butler,2012,2020,TOT,NBA,33.1,577,472,19080,20.3,.215,.501,5.1,11.8,8.5,18.0,2.4,1.1,9.3,21.9,120,106,50.5,24.0,74.6,.188,2.9,1.3,4.2,29.7
30,Klay Thompson,2012,2019,GSW,NBA,33.1,615,578,20340,16.4,.437,.141,1.5,9.6,5.7,11.0,1.4,1.3,9.2,24.7,109,108,28.0,18.8,46.8,.110,1.8,-1.0,0.7,14.2
31,Victor Oladipo,2014,2020,TOT,NBA,33.0,415,355,13697,16.6,.304,.264,2.1,13.5,7.8,19.4,2.5,1.2,13.6,25.2,103,106,8.4,15.9,24.3,.085,0.6,0.5,1.1,10.8
32,Eric Gordon,2009,2020,TOT,NBA,32.8,663,509,21755,14.3,.477,.277,1.4,7.2,4.3,14.3,1.4,0.8,11.7,22.8,108,113,24.8,9.6,34.3,.076,0.9,-1.3,-0.4,8.7
33,Trae Young,2019,2020,ATL,NBA,32.8,141,141,4623,20.2,.419,.388,2.2,10.8,6.4,42.8,1.4,0.4,16.9,31.4,111,117,7.9,1.2,9.2,.095,4.1,-2.6,1.5,4.0
34,Luka Dončić,2019,2020,DAL,NBA,32.7,126,126,4117,23.1,.438,.425,4.0,23.1,13.7,37.6,1.6,0.7,14.8,33.3,111,109,7.9,5.0,13.0,.151,5.2,0.6,5.9,8.2
35,Al Horford,2008,2020,TOT,NBA,32.7,846,839,27633,18.7,.131,.198,7.5,21.4,14.5,16.5,1.3,2.9,11.3,19.2,115,104,50.7,40.1,90.7,.158,1.7,1.1,2.8,33.4
36,Derrick Rose,2009,2020,TOT,NBA,32.6,596,504,19402,18.3,.161,.248,2.9,8.7,5.8,30.8,1.2,0.8,12.9,28.0,106,110,24.6,15.1,39.7,.098,2.6,-1.2,1.3,16.5
37,Giannis Antetokounmpo,2014,2020,MIL,NBA,32.5,522,457,16983,22.9,.147,.478,5.8,23.7,15.0,22.7,1.8,3.4,14.1,26.5,114,103,37.2,26.4,63.6,.180,3.1,1.8,4.9,29.8
38,Lonzo Ball,2018,2020,TOT,NBA,32.4,155,142,5020,12.7,.538,.113,3.9,16.1,10.0,27.7,2.2,1.5,19.2,17.7,101,108,0.0,6.1,6.1,.058,-0.5,1.1,0.6,3.3
39,Mike Conley,2008,2020,TOT,NBA,32.4,829,793,26871,17.5,.312,.291,1.6,9.2,5.3,28.7,2.3,0.5,12.9,21.8,112,108,46.6,26.8,73.5,.131,2.0,0.3,2.3,29.3
40,Collin Sexton,2019,2020,CLE,NBA,32.3,147,137,4748,14.0,.240,.228,2.7,7.8,5.1,15.2,1.1,0.2,12.0,26.1,105,120,2.1,-0.2,1.9,.020,-0.6,-2.7,-3.4,-1.7
41,Brandon Ingram,2017,2020,TOT,NBA,32.2,246,207,7933,13.5,.233,.350,2.8,14.0,8.3,15.1,1.1,1.5,13.4,22.3,105,112,3.8,5.6,9.4,.057,-0.7,-0.7,-1.4,1.1
42,DeMarcus Cousins,2011,2019,TOT,NBA,32.0,565,543,18078,22.4,.111,.452,9.6,28.2,18.9,18.1,2.2,3.1,15.2,31.8,103,103,17.8,26.3,44.1,.117,1.8,0.8,2.6,21.1
43,De'Andre Hunter,2020,2020,ATL,NBA,32.0,63,62,2018,8.6,.445,.211,2.3,13.1,7.6,8.0,1.0,0.7,12.1,17.5,100,117,-0.4,0.5,0.1,.001,-2.8,-1.8,-4.7,-1.4
44,Kevin Love,2009,2020,TOT,NBA,32.0,713,630,22803,21.6,.341,.401,9.6,29.6,19.5,12.4,1.1,1.1,11.0,24.6,116,107,56.7,25.3,82.0,.173,4.1,-0.7,3.4,31.0
45,Wesley Matthews,2010,2020,TOT,NBA,31.9,786,724,25108,13.0,.519,.235,1.8,9.0,5.4,10.5,1.7,0.5,9.8,18.4,110,109,30.8,20.1,50.9,.097,0.0,0.1,0.1,13.2
46,Jayson Tatum,2018,2020,BOS,NBA,31.8,218,218,6936,16.7,.326,.256,2.8,17.3,10.1,10.6,1.8,2.1,10.0,23.1,109,105,7.5,10.8,18.3,.127,0.8,0.7,1.5,6.2
47,Kyle Lowry,2007,2020,TOT,NBA,31.6,908,672,28682,18.4,.454,.380,2.9,12.5,7.7,30.6,2.2,0.7,15.1,21.7,115,107,63.1,30.4,93.5,.157,2.7,0.6,3.2,38.0
48,Deandre Ayton,2019,2020,PHO,NBA,31.5,101,95,3179,20.5,.005,.200,11.9,26.4,19.0,9.7,1.2,3.2,11.9,22.2,114,111,5.3,3.0,8.3,.125,1.2,-0.8,0.3,1.9
49,Khris Middleton,2013,2020,TOT,NBA,31.5,510,435,16082,16.3,.343,.234,2.1,13.9,8.1,16.7,2.0,0.5,11.7,22.6,110,108,22.1,16.2,38.3,.114,0.6,-0.1,0.5,10.2
50,Nicolas Batum,2009,2020,TOT,NBA,31.3,789,714,24733,14.8,.468,.220,3.8,15.1,9.4,18.4,1.6,1.6,15.0,17.6,110,108,30.4,24.3,54.7,.106,1.1,0.5,1.6,22.6
51,Harrison Barnes,2013,2020,TOT,NBA,31.2,604,543,18823,13.3,.294,.260,3.5,13.8,8.6,8.0,1.1,0.5,8.6,19.7,108,109,17.7,16.3,33.9,.087,-0.3,-0.7,-1.0,4.6
52,Kristaps Porziņģis,2016,2020,TOT,NBA,31.1,237,236,7361,18.5,.321,.279,5.8,20.4,13.2,7.5,1.2,5.4,9.4,26.3,106,106,7.0,9.3,16.4,.107,1.0,0.0,1.0,5.6
53,Andre Drummond,2013,2020,TOT,NBA,31.0,599,548,18590,22.1,.015,.428,16.4,33.3,24.5,6.9,2.3,4.1,12.7,21.7,109,100,24.6,36.0,60.6,.157,1.0,0.5,1.5,16.3
54,Danilo Gallinari,2009,2020,TOT,NBA,31.0,604,534,18742,17.1,.454,.440,2.7,14.9,8.8,10.0,1.3,1.0,8.8,21.1,119,111,43.9,12.3,56.1,.144,2.6,-0.6,2.0,18.9
55,Kawhi Leonard,2012,2020,TOT,NBA,31.0,518,491,16047,23.0,.278,.322,4.6,18.1,11.6,14.3,2.9,1.7,9.2,24.6,118,100,42.3,31.1,73.4,.220,4.4,2.4,6.8,35.7
56,Rajon Rondo,2007,2020,TOT,NBA,31.0,873,729,27103,16.0,.149,.219,3.9,13.5,8.7,40.9,2.7,0.3,21.5,19.0,104,104,19.6,40.2,59.9,.106,0.4,1.0,1.3,22.9
57,Darius Garland,2020,2020,CLE,NBA,30.9,59,59,1824,8.5,.423,.103,1.6,5.2,3.4,18.5,1.1,0.2,17.1,20.7,96,119,-1.3,0.0,-1.3,-.035,-2.7,-2.9,-5.6,-1.7
58,Ricky Rubio,2012,2020,TOT,NBA,30.9,555,534,17172,15.8,.283,.396,2.4,13.1,7.7,37.1,3.0,0.4,19.9,19.5,106,107,16.2,20.2,36.4,.102,-0.1,1.0,0.9,12.6
59,Tobias Harris,2012,2020,TOT,NBA,30.8,611,491,18835,16.7,.283,.238,3.5,18.2,10.8,10.6,1.2,1.3,8.9,22.2,111,109,26.7,18.3,45.0,.115,1.2,-0.3,0.9,13.8
60,Gordon Hayward,2011,2020,TOT,NBA,30.8,634,472,19533,17.5,.311,.362,2.8,13.4,8.1,18.7,1.7,1.1,12.7,22.8,112,108,35.0,17.9,52.9,.130,2.2,0.1,2.2,20.8
61,Zach LaVine,2015,2020,TOT,NBA,30.8,353,266,10857,15.7,.342,.265,1.6,11.8,6.6,20.0,1.5,0.8,13.8,26.3,104,113,7.2,4.8,12.0,.053,0.9,-1.6,-0.6,3.8
62,CJ McCollum,2014,2020,POR,NBA,30.8,473,376,14552,17.2,.340,.167,2.1,9.2,5.7,16.9,1.4,1.0,9.4,26.1,110,112,21.9,9.7,31.5,.104,2.0,-1.0,1.0,11.1
63,Tyreke Evans,2010,2019,TOT,NBA,30.7,594,426,18242,17.1,.194,.303,3.1,14.0,8.5,26.3,2.0,1.0,14.1,25.6,104,109,15.0,13.4,28.4,.075,1.1,-0.3,0.8,13.1
64,Josh Richardson,2016,2020,TOT,NBA,30.7,307,236,9423,12.7,.413,.196,2.5,9.0,5.8,14.2,1.8,1.8,11.1,18.6,107,108,6.7,10.9,17.6,.090,-0.8,0.6,-0.2,4.2
65,Joel Embiid,2017,2020,PHI,NBA,30.6,202,202,6181,24.8,.217,.515,8.7,31.4,20.3,17.7,1.2,4.8,14.6,33.5,110,103,10.9,11.5,22.4,.174,3.1,1.3,4.5,10.0
66,Brook Lopez,2009,2020,TOT,NBA,30.6,778,740,23797,19.5,.152,.316,7.7,15.7,11.7,8.8,1.0,4.7,10.8,24.4,110,107,38.8,25.9,64.7,.130,1.4,0.0,1.4,20.4
67,Lauri Markkanen,2018,2020,CHI,NBA,30.6,170,169,5194,15.7,.467,.229,4.3,23.2,13.5,7.0,1.1,1.7,9.1,22.7,107,111,4.0,4.7,8.7,.080,0.9,-1.2,-0.3,2.2
68,RJ Barrett,2020,2020,NYK,NBA,30.4,56,55,1704,10.7,.271,.349,3.0,14.8,8.7,12.8,1.6,0.9,12.9,24.0,95,114,-1.6,1.1,-0.5,-.015,-2.8,-1.5,-4.3,-1.0
69,Shai Gilgeous-Alexander,2019,2020,TOT,NBA,30.3,145,136,4388,15.7,.219,.310,2.6,12.4,7.7,16.3,1.8,1.7,12.1,21.0,110,111,4.4,4.5,8.9,.097,0.2,0.3,0.6,2.9
70,Nikola Vučević,2012,2020,TOT,NBA,30.3,590,529,17868,20.4,.095,.156,9.7,27.9,18.6,15.0,1.4,2.5,10.3,24.5,108,105,22.4,24.8,47.2,.127,1.7,0.2,1.9,17.7
71,P.J. Washington,2020,2020,CHO,NBA,30.3,58,57,1759,12.4,.390,.231,3.5,16.6,9.8,11.3,1.5,2.3,12.5,18.6,105,112,0.5,1.4,2.0,.054,-1.7,0.1,-1.6,0.2
72,Thaddeus Young,2008,2020,TOT,NBA,30.3,965,687,29281,16.2,.133,.177,7.4,14.8,11.1,9.0,2.4,1.1,10.6,20.2,107,107,28.7,32.9,61.6,.101,0.1,0.1,0.3,16.9
73,Vince Carter,1999,2020,TOT,NBA,30.1,1541,983,46367,18.6,.289,.285,4.1,12.4,8.2,19.3,1.7,1.5,9.7,26.3,108,107,80.7,44.6,125.3,.130,2.9,0.0,3.0,57.9
74,De'Aaron Fox,2018,2020,SAC,NBA,30.1,199,184,5998,16.3,.208,.354,1.9,10.9,6.2,30.8,2.1,1.3,15.3,25.4,105,112,3.7,4.9,8.5,.068,0.1,-0.5,-0.3,2.5
75,Kyle Kuzma,2018,2020,LAL,NBA,30.1,201,112,6042,13.5,.402,.217,3.5,15.7,9.7,9.7,0.9,1.1,10.7,23.1,104,110,2.6,5.8,8.4,.067,-0.4,-1.1,-1.5,0.6
76,Chandler Parsons,2012,2020,TOT,NBA,30.1,440,369,13246,14.7,.400,.190,3.1,13.6,8.4,14.6,1.6,0.9,11.6,19.0,110,108,17.5,11.4,28.9,.105,1.0,0.0,1.1,10.2
77,Wilson Chandler,2008,2020,TOT,NBA,30.0,676,483,20287,12.8,.347,.185,4.2,15.4,9.7,9.2,1.2,1.6,10.4,19.1,106,111,15.3,13.8,29.0,.069,-0.7,-0.7,-1.3,3.5
78,Ja Morant,2020,2020,MEM,NBA,30.0,59,59,1771,18.0,.174,.331,2.7,9.5,6.2,34.6,1.4,0.7,17.2,26.0,110,113,2.2,1.2,3.4,.093,1.6,-1.3,0.4,1.1
79,Robert Covington,2014,2020,TOT,NBA,29.9,388,340,11614,13.5,.628,.222,3.3,17.3,10.2,7.8,2.7,2.4,13.1,18.9,103,105,5.0,16.1,21.1,.087,-0.6,1.1,0.5,7.4
80,Kendrick Nunn,2020,2020,MIA,NBA,29.8,62,62,1846,13.5,.426,.108,1.2,8.7,5.1,18.7,1.4,0.6,10.2,23.7,106,113,1.0,1.4,2.4,.064,-0.7,-1.3,-2.0,0.0
81,Trevor Ariza,2005,2020,TOT,NBA,29.7,1064,731,31650,13.2,.461,.242,3.8,14.8,9.2,11.1,2.5,0.8,12.1,16.7,107,106,24.5,38.1,62.6,.095,-0.3,1.0,0.7,21.8
82,Raymond Felton,2006,2019,TOT,NBA,29.7,971,659,28829,13.8,.282,.218,2.2,9.4,5.8,28.9,2.1,0.6,15.5,20.4,103,109,16.2,23.9,40.2,.067,-0.2,-0.4,-0.6,10.1
83,Rui Hachimura,2020,2020,WAS,NBA,29.7,41,41,1217,13.9,.160,.243,5.5,17.4,11.2,8.3,1.3,0.5,7.5,18.7,112,117,1.3,0.4,1.7,.066,-1.1,-1.9,-3.0,-0.3
84,Zion Williamson,2020,2020,NOP,NBA,29.7,19,19,565,24.2,.045,.521,10.2,13.9,12.0,12.6,1.3,1.3,12.4,29.6,116,113,1.3,0.4,1.8,.149,3.5,-1.1,2.4,0.6
85,Rudy Gobert,2014,2020,UTA,NBA,29.5,468,376,13803,21.5,.001,.727,12.7,28.9,21.0,7.2,1.2,6.0,15.5,16.0,125,100,34.7,28.2,62.9,.219,1.5,2.2,3.8,20.1
86,Jeff Green,2008,2020,TOT,NBA,29.5,900,543,26573,13.2,.286,.294,3.6,13.4,8.5,8.4,1.2,1.4,11.1,20.5,105,109,19.0,22.7,41.6,.075,-0.7,-0.7,-1.3,4.3
87,Brandon Knight,2012,2020,TOT,NBA,29.5,446,349,13137,13.7,.368,.240,2.0,10.1,6.0,22.9,1.5,0.5,15.2,24.2,101,111,5.5,6.0,11.5,.042,0.1,-1.7,-1.6,1.5
88,Jamal Crawford,2001,2019,TOT,NBA,29.4,1326,433,38988,15.1,.387,.260,1.4,7.3,4.3,19.7,1.6,0.5,11.9,24.1,105,111,42.0,18.6,60.6,.075,1.3,-1.5,-0.1,18.4
89,Jamal Murray,2017,2020,DEN,NBA,29.3,293,219,8580,15.5,.393,.203,3.0,10.5,6.7,18.9,1.5,0.9,12.0,23.7,110,112,10.3,5.9,16.1,.090,1.0,-1.1,-0.1,4.2
90,Jabari Parker,2015,2020,TOT,NBA,29.3,280,190,8193,16.3,.180,.238,5.9,16.3,11.1,11.8,1.6,1.2,11.8,23.5,106,111,6.5,6.3,12.8,.075,0.3,-1.2,-0.9,2.3
91,Elfrid Payton,2015,2020,TOT,NBA,29.3,387,331,11350,15.3,.141,.244,4.2,12.3,8.2,34.4,2.3,1.0,17.9,20.1,103,110,5.4,9.5,14.9,.063,-0.4,-0.1,-0.5,4.3
92,P.J. Tucker,2007,2020,TOT,NBA,29.3,646,470,18928,10.6,.458,.206,5.9,16.2,11.0,6.9,2.0,0.9,12.8,11.7,110,108,15.0,19.0,34.0,.086,-1.3,0.7,-0.6,6.7
93,Kentavious Caldwell-Pope,2014,2020,TOT,NBA,29.2,533,391,15584,12.1,.469,.202,2.4,9.4,5.9,8.2,1.9,0.5,8.4,17.6,108,109,13.6,14.1,27.6,.085,-1.0,0.3,-0.7,5.2
94,Julius Randle,2015,2020,TOT,NBA,29.2,375,295,10934,17.7,.124,.394,7.8,25.4,16.5,15.4,1.1,1.3,14.8,24.6,107,110,10.9,9.6,20.5,.090,0.1,-0.6,-0.5,4.1
95,Kevin Huerter,2019,2020,ATL,NBA,29.1,131,107,3808,10.8,.542,.095,2.6,10.7,6.6,15.9,1.4,1.2,12.9,16.3,106,116,1.7,1.3,3.0,.038,-1.2,-0.8,-2.0,0.0
96,Paul Millsap,2007,2020,TOT,NBA,29.1,989,702,28796,19.0,.132,.383,9.0,20.1,14.6,12.7,2.2,2.8,12.4,22.0,111,103,47.9,43.7,91.6,.153,1.0,1.1,2.0,29.2
97,Mychal Mulder,2020,2020,GSW,NBA,29.1,7,3,204,7.8,.776,.179,1.5,11.0,6.1,5.8,0.5,0.4,6.5,16.2,104,118,0.1,0.0,0.1,.017,-3.3,-2.9,-6.1,-0.2
98,Gary Harris,2015,2020,DEN,NBA,29.0,368,306,10663,13.1,.408,.193,2.3,7.6,5.0,10.8,2.1,0.6,10.3,18.1,110,112,11.1,7.1,18.1,.082,-0.7,-0.2,-0.9,3.0
99,Nikola Jokić,2016,2020,DEN,NBA,29.0,373,332,10819,24.9,.215,.291,9.9,27.0,18.5,30.2,1.9,2.1,15.2,24.6,120,106,33.5,14.6,48.0,.213,5.2,1.9,7.1,25.0
100,D'Angelo Russell,2016,2020,TOT,NBA,29.0,317,269,9204,16.4,.432,.188,2.0,11.9,6.8,31.8,1.9,0.7,14.9,28.7,102,112,2.5,5.9,8.4,.044,1.7,-1.4,0.4,5.5
101,Marcus Smart,2015,2020,BOS,NBA,29.0,394,182,11409,12.1,.521,.269,3.4,10.0,6.7,19.7,2.6,1.1,14.7,17.4,104,106,5.0,15.3,20.3,.086,-1.5,1.3,-0.3,4.9
102,Isaiah Thomas,2012,2020,TOT,NBA,28.9,525,361,15182,19.8,.392,.374,2.0,7.5,4.7,29.0,1.5,0.3,12.9,27.2,114,112,38.6,6.7,45.3,.143,3.7,-1.5,2.3,16.5
103,Malcolm Brogdon,2017,2020,TOT,NBA,28.6,235,160,6722,16.2,.312,.206,2.9,11.4,7.2,22.6,1.5,0.6,12.2,20.7,114,111,10.8,6.1,16.8,.120,1.0,-0.4,0.6,4.4
104,Aaron Gordon,2015,2020,ORL,NBA,28.6,399,310,11414,15.2,.320,.269,6.0,18.7,12.2,12.9,1.3,1.9,10.4,20.6,107,109,9.3,12.1,21.4,.090,0.1,-0.2,-0.1,5.5
