Rk,Player,From,To,Tm,Lg,MPG,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
105,Serge Ibaka,2010,2020,TOT,NBA,28.6,803,646,23001,17.2,.179,.191,8.8,19.5,14.3,4.3,0.8,5.6,10.9,19.0,112,104,33.5,34.3,67.8,.141,0.1,0.4,0.6,14.9
106,T.J. Warren,2015,2020,TOT,NBA,28.6,322,226,9218,16.4,.160,.200,5.1,10.5,7.8,6.9,1.7,1.4,7.0,21.8,112,112,12.7,5.6,18.3,.095,0.5,-0.9,-0.4,3.7
107,Bojan Bogdanović,2015,2020,TOT,NBA,28.5,462,345,13172,13.7,.442,.253,1.9,11.5,6.8,8.1,1.0,0.2,11.5,21.1,110,112,14.9,7.8,22.7,.083,0.4,-1.5,-1.1,2.9
108,Mikal Bridges,2019,2020,PHO,NBA,28.5,147,80,4189,11.7,.487,.230,3.0,11.0,6.9,9.5,2.5,1.6,11.2,12.3,115,113,3.9,3.1,7.0,.080,-1.5,0.9,-0.6,1.5
109,Evan Fournier,2013,2020,TOT,NBA,28.4,518,376,14713,13.8,.419,.234,1.6,9.0,5.3,14.5,1.5,0.3,11.7,21.8,107,111,14.4,9.4,23.9,.078,-0.3,-0.8,-1.1,3.2
110,Justise Winslow,2016,2020,MIA,NBA,28.4,241,105,6848,10.4,.274,.210,4.1,16.8,10.5,14.2,1.7,1.1,14.2,16.9,99,106,-1.0,8.8,7.7,.054,-2.6,0.7,-1.8,0.3
111,Avery Bradley,2011,2020,TOT,NBA,28.3,571,493,16143,11.1,.330,.117,2.5,9.0,5.7,10.0,1.8,0.6,11.0,20.0,99,108,0.5,15.7,16.2,.048,-1.9,-0.3,-2.2,-0.7
112,John Collins,2018,2020,ATL,NBA,28.3,176,126,4977,21.0,.178,.304,11.0,22.9,16.8,9.3,1.0,3.2,11.8,21.4,121,112,12.2,4.2,16.4,.158,1.9,-0.8,1.1,3.9
113,Myles Turner,2016,2020,IND,NBA,28.3,335,302,9491,16.9,.213,.292,5.6,20.4,13.1,6.5,1.2,6.4,10.4,19.6,110,104,10.2,15.7,25.9,.131,-0.6,1.2,0.6,6.2
114,Dion Waiters,2013,2020,TOT,NBA,28.3,412,211,11670,12.0,.324,.202,1.6,8.8,5.2,16.1,1.7,0.8,12.0,23.5,98,109,-0.1,8.8,8.7,.036,-1.2,-0.9,-2.1,-0.4
115,Patrick Beverley,2013,2020,TOT,NBA,28.2,428,348,12060,12.5,.556,.174,4.6,12.2,8.4,17.6,2.0,1.3,13.7,14.5,114,108,16.1,12.1,28.2,.112,-0.1,1.1,0.9,9.0
116,Marvin Williams,2006,2020,TOT,NBA,28.2,1066,828,30041,13.6,.326,.288,4.8,16.3,10.5,7.2,1.4,1.5,9.2,16.6,111,108,36.2,28.6,64.8,.104,-0.3,-0.1,-0.4,12.3
117,Andrew Bogut,2006,2019,TOT,NBA,28.1,706,661,19862,16.4,.004,.268,10.0,25.3,17.5,12.2,1.1,4.3,16.2,16.9,107,102,19.2,31.4,50.6,.122,-0.5,1.7,1.2,16.0
118,Draymond Green,2013,2020,GSW,NBA,28.1,576,428,16201,15.1,.379,.294,4.6,21.4,13.3,23.3,2.4,2.9,19.6,16.2,108,102,15.4,29.0,44.4,.132,0.0,2.8,2.8,19.5
119,Tristan Thompson,2012,2020,CLE,NBA,28.1,619,429,17372,15.6,.007,.414,13.6,21.5,17.5,5.5,0.9,2.1,11.8,15.5,115,109,28.0,15.0,43.1,.119,-0.2,-1.3,-1.6,1.9
120,Bogdan Bogdanović,2018,2020,SAC,NBA,28.0,201,90,5632,13.9,.475,.170,1.6,11.0,6.2,18.4,1.7,0.7,11.9,21.3,107,113,4.3,3.6,8.0,.068,0.0,-0.6,-0.7,1.9
121,Goran Dragić,2009,2020,TOT,NBA,28.0,812,509,22767,17.0,.303,.298,2.9,9.3,6.1,27.9,1.8,0.5,15.4,23.4,110,109,36.3,17.8,54.1,.114,1.4,-0.5,0.8,16.3
122,Joakim Noah,2008,2019,TOT,NBA,27.9,667,512,18596,17.6,.004,.432,13.0,23.4,18.2,16.1,1.5,3.6,17.2,16.0,112,100,27.6,34.2,61.8,.160,0.4,2.1,2.5,20.9
123,Eric Bledsoe,2011,2020,TOT,NBA,27.8,626,464,17427,18.1,.290,.341,3.3,12.3,7.9,27.2,2.6,1.4,17.2,24.0,108,106,21.6,20.7,42.3,.117,1.5,0.7,2.2,18.5
124,Buddy Hield,2017,2020,TOT,NBA,27.8,308,193,8572,15.6,.499,.117,3.1,13.6,8.2,12.7,1.4,0.9,10.7,24.6,107,113,7.2,5.9,13.1,.074,1.9,-1.2,0.8,6.0
125,DeAndre Jordan,2009,2020,TOT,NBA,27.8,875,713,24326,18.6,.002,.688,13.1,30.0,21.7,5.1,1.1,4.6,15.7,14.1,121,102,48.3,40.4,88.7,.175,0.6,0.8,1.4,20.9
126,George Hill,2009,2020,TOT,NBA,27.7,778,447,21574,15.1,.369,.291,2.4,9.9,6.2,18.2,1.7,0.8,11.4,17.9,115,106,38.7,26.3,65.0,.145,0.6,0.9,1.5,18.9
127,Greg Monroe,2011,2019,TOT,NBA,27.7,632,417,17475,20.1,.003,.360,11.3,23.1,17.1,13.4,2.0,1.7,13.6,22.4,110,106,29.5,20.2,49.7,.136,1.5,-0.1,1.4,15.2
128,Eric Paschall,2020,2020,GSW,NBA,27.6,60,26,1654,14.5,.202,.331,5.2,13.1,9.0,12.7,0.9,0.7,11.4,21.4,110,117,1.6,0.5,2.1,.062,-0.7,-2.0,-2.7,-0.3
129,Dillon Brooks,2018,2020,MEM,NBA,27.5,165,139,4531,10.2,.364,.206,2.9,9.4,6.1,9.5,1.5,0.9,11.2,21.3,100,113,-0.6,2.7,2.1,.023,-3.0,-1.3,-4.3,-2.6
130,Jeff Teague,2010,2020,TOT,NBA,27.5,771,593,21214,17.0,.245,.334,1.4,8.7,5.1,33.0,2.2,1.0,16.5,22.5,109,108,30.6,20.2,50.8,.115,1.0,-0.3,0.7,14.4
131,Tyson Chandler,2002,2020,TOT,NBA,27.3,1160,886,31617,16.1,.002,.623,12.6,25.1,18.8,4.7,1.0,3.3,17.9,13.2,118,103,56.3,45.8,102.1,.155,-0.3,0.5,0.1,16.9
132,Rodney Hood,2015,2020,TOT,NBA,27.3,341,248,9326,13.2,.434,.196,1.5,10.4,6.0,11.3,1.4,0.6,8.8,20.8,108,110,9.6,7.5,17.1,.088,-0.2,-0.4,-0.5,3.4
133,Wendell Carter,2019,2020,CHI,NBA,27.2,87,87,2366,15.4,.085,.370,10.1,23.3,16.5,8.2,1.2,3.6,14.2,17.6,111,109,2.4,2.7,5.2,.105,-2.1,0.1,-2.0,0.0
134,Tyler Herro,2020,2020,MIA,NBA,27.2,47,6,1280,11.4,.476,.148,1.3,14.6,8.2,11.1,1.1,0.5,11.3,22.0,100,112,-0.3,1.1,0.9,.033,-1.0,-1.3,-2.3,-0.1
135,Jordan Clarkson,2015,2020,TOT,NBA,27.1,445,138,12054,15.6,.338,.187,3.4,9.5,6.4,16.3,1.6,0.4,10.8,24.7,106,115,10.5,3.5,14.0,.056,0.9,-1.6,-0.7,3.9
136,Courtney Lee,2009,2020,TOT,NBA,27.1,811,518,21938,12.2,.344,.173,1.9,9.1,5.5,9.6,1.9,0.8,9.7,16.1,109,109,20.9,18.4,39.4,.086,-1.0,0.4,-0.6,7.9
137,Jaren Jackson,2019,2020,MEM,NBA,27.0,112,110,3027,16.3,.374,.281,4.5,14.3,9.4,7.3,1.4,5.1,11.7,23.3,108,109,2.6,3.8,6.5,.102,-0.5,0.5,0.0,1.5
138,Marcus Morris,2012,2020,TOT,NBA,27.0,600,347,16181,13.4,.394,.226,3.9,15.1,9.4,8.6,1.3,0.9,9.6,20.2,107,108,14.2,15.8,30.0,.089,-0.2,-0.3,-0.5,6.0
139,J.R. Smith,2005,2019,TOT,NBA,27.0,971,395,26196,14.0,.495,.190,2.2,11.3,6.7,13.2,1.9,0.6,10.4,21.7,106,109,24.5,21.9,46.4,.085,0.6,-0.3,0.2,14.8
140,Evan Turner,2011,2020,TOT,NBA,26.9,705,295,18938,11.9,.145,.214,2.2,17.0,9.5,19.8,1.4,0.8,15.5,19.1,98,107,-0.5,20.7,20.2,.051,-2.1,0.2,-1.9,0.5
141,Steven Adams,2014,2020,OKC,NBA,26.8,525,461,14091,17.2,.003,.428,14.0,16.7,15.4,6.4,1.6,3.1,14.8,15.3,119,106,25.8,19.1,44.9,.153,0.2,0.2,0.4,8.6
142,Otto Porter,2014,2020,TOT,NBA,26.8,413,295,11078,15.6,.372,.160,4.8,15.8,10.3,8.4,2.2,1.4,7.8,16.9,116,107,17.3,12.6,29.9,.129,1.0,0.7,1.7,10.4
143,Hassan Whiteside,2011,2020,TOT,NBA,26.8,404,320,10840,24.3,.006,.376,14.0,34.4,24.3,4.2,1.1,7.5,12.4,21.8,115,99,21.8,23.1,44.9,.199,1.6,1.2,2.8,13.2
144,Cam Reddish,2020,2020,ATL,NBA,26.7,58,34,1551,9.0,.451,.227,2.4,12.7,7.5,8.0,1.9,1.5,13.6,18.9,95,115,-1.2,0.8,-0.4,-.011,-3.2,-1.0,-4.2,-0.9
145,Devonte' Graham,2019,2020,CHO,NBA,26.5,109,56,2887,14.5,.599,.237,1.9,8.7,5.2,32.8,1.5,0.5,13.9,23.0,108,116,2.6,1.2,3.9,.064,1.3,-1.9,-0.6,1.0
146,Tim Hardaway,2014,2020,TOT,NBA,26.5,466,229,12331,13.7,.500,.222,1.4,9.6,5.5,11.4,1.2,0.5,8.3,22.3,108,113,12.8,6.5,19.3,.075,0.4,-1.4,-1.0,3.2
147,Dario Šarić,2017,2020,TOT,NBA,26.5,298,200,7903,13.8,.428,.225,6.7,18.6,12.6,11.9,1.1,0.8,13.2,20.4,107,110,6.4,7.5,13.9,.084,0.0,-0.8,-0.8,2.4
148,Duncan Robinson,2019,2020,MIA,NBA,26.4,80,61,2110,12.4,.877,.090,0.6,11.2,6.1,6.8,0.9,0.7,8.5,15.6,120,113,3.2,1.6,4.9,.111,0.9,-0.8,0.0,1.1
149,Taurean Waller-Prince,2017,2020,TOT,NBA,26.4,260,200,6854,11.2,.503,.185,2.3,15.2,8.8,11.2,1.7,1.4,14.6,20.4,99,110,-1.3,6.6,5.3,.037,-1.7,-0.2,-1.9,0.1
150,Nenê Hilário,2003,2019,TOT,NBA,26.2,965,626,25237,17.1,.007,.507,7.6,18.6,13.2,11.2,2.1,2.2,15.3,19.3,110,103,37.2,36.1,73.3,.139,-0.2,1.2,1.0,18.8
151,Dennis Smith,2018,2020,TOT,NBA,26.2,156,122,4094,11.9,.319,.213,2.7,10.6,6.6,28.3,2.0,1.0,16.5,26.6,93,111,-4.9,3.3,-1.6,-.018,-1.9,-0.8,-2.7,-0.7
152,Jaylen Brown,2017,2020,BOS,NBA,26.1,272,165,7108,13.8,.358,.278,3.5,14.6,9.1,8.5,1.6,1.1,11.5,21.7,106,107,4.2,9.2,13.5,.091,-1.0,-0.2,-1.2,1.4
153,Clint Capela,2015,2020,HOU,NBA,26.0,334,274,8674,22.0,.001,.371,13.7,27.4,20.5,6.1,1.3,4.8,11.3,18.1,124,105,22.9,13.5,36.4,.201,1.7,0.2,1.9,8.5
154,Jonathan Isaac,2018,2020,ORL,NBA,26.0,134,106,3481,13.6,.374,.216,5.2,17.7,11.3,5.9,2.0,5.1,11.2,16.6,104,105,0.7,5.8,6.5,.089,-1.6,1.8,0.1,1.9
155,J.J. Redick,2007,2020,TOT,NBA,25.9,890,487,23085,15.0,.518,.259,0.8,7.9,4.4,12.4,0.9,0.3,9.4,20.4,117,111,47.3,15.3,62.6,.130,1.8,-1.0,0.8,16.1
156,Pascal Siakam,2017,2020,TOR,NBA,25.9,269,175,6968,16.8,.254,.263,5.2,17.9,11.7,13.5,1.5,2.3,11.6,20.7,113,106,10.3,10.4,20.7,.143,0.6,0.9,1.5,6.1
157,Ryan Anderson,2009,2020,TOT,NBA,25.8,649,289,16769,16.5,.534,.209,8.5,14.9,11.7,5.8,1.0,1.0,7.8,20.9,115,109,34.4,12.4,46.7,.134,2.6,-1.5,1.0,12.8
158,Danuel House,2017,2020,TOT,NBA,25.8,121,63,3122,11.8,.634,.217,3.2,12.8,7.9,6.5,1.4,1.3,9.1,14.0,117,112,3.9,2.4,6.3,.097,-0.4,-0.2,-0.7,1.1
159,Coby White,2020,2020,CHI,NBA,25.8,65,1,1674,11.9,.475,.163,1.8,14.0,7.6,16.5,1.4,0.3,11.4,24.4,100,112,-0.4,1.4,0.9,.026,-1.2,-1.6,-2.8,-0.3
160,Spencer Dinwiddie,2015,2020,TOT,NBA,25.7,317,130,8162,15.5,.429,.403,1.7,9.5,5.6,30.2,1.3,0.9,12.9,22.6,112,112,12.7,5.9,18.6,.109,0.9,-0.5,0.3,4.8
161,Markelle Fultz,2018,2020,TOT,NBA,25.7,97,74,2493,13.5,.141,.211,3.1,11.1,7.0,27.5,2.2,0.7,14.4,20.7,103,110,0.5,2.7,3.2,.062,-2.3,0.3,-2.0,0.0
162,Tyler Johnson,2015,2020,TOT,NBA,25.7,301,71,7740,13.4,.392,.247,2.5,11.3,6.9,14.4,1.7,1.5,10.6,18.8,108,108,6.9,8.2,15.1,.094,-0.5,0.5,0.0,3.9
163,Derrick Favors,2011,2020,TOT,NBA,25.6,677,479,17356,18.9,.029,.355,11.3,21.6,16.4,7.6,1.6,4.0,12.1,20.4,112,104,27.8,25.5,53.3,.147,0.3,0.6,0.9,12.7
164,Caris LeVert,2017,2020,BRK,NBA,25.6,207,86,5295,14.1,.350,.256,3.0,12.0,7.5,22.0,2.0,0.7,13.4,22.8,104,110,2.0,4.9,6.9,.063,-0.6,0.0,-0.6,1.8
165,Markieff Morris,2012,2020,TOT,NBA,25.6,631,347,16145,14.0,.243,.234,5.5,18.0,11.7,10.3,1.7,1.7,12.8,21.4,103,107,8.2,16.7,24.9,.074,-1.3,0.0,-1.3,2.9
166,Domantas Sabonis,2017,2020,TOT,NBA,25.6,291,152,7439,17.2,.104,.326,8.9,25.7,17.3,15.5,1.1,1.4,15.2,21.3,111,106,10.0,10.6,20.6,.133,-0.1,0.5,0.5,4.6
167,Bam Adebayo,2018,2020,MIA,NBA,25.5,216,112,5516,18.4,.023,.483,9.1,23.8,16.6,17.2,1.6,3.2,16.6,17.9,118,105,10.3,8.9,19.2,.167,0.2,1.8,2.0,5.6
168,Miles Bridges,2019,2020,CHO,NBA,25.5,145,89,3691,12.6,.396,.165,4.4,16.1,10.1,8.8,1.3,2.4,9.7,17.8,106,113,1.7,2.8,4.5,.059,-1.2,-0.5,-1.7,0.3
169,Jeremy Lin,2011,2019,TOT,NBA,25.5,480,221,12218,15.3,.302,.383,1.8,10.3,6.0,26.7,2.1,1.1,17.6,22.1,106,108,12.7,10.8,23.5,.092,0.0,0.0,0.0,6.2
170,Dennis Schröder,2014,2020,TOT,NBA,25.5,494,176,12607,15.1,.276,.229,1.8,10.3,6.1,30.0,1.5,0.4,14.9,27.1,102,109,4.9,11.7,16.6,.063,0.0,-1.1,-1.1,2.9
171,Danny Green,2010,2020,TOT,NBA,25.4,681,605,17298,13.0,.625,.119,2.7,12.5,7.7,8.9,2.0,2.4,11.5,15.7,109,103,15.4,27.2,42.7,.118,0.5,1.6,2.1,17.9
172,Joe Ingles,2015,2020,UTA,NBA,25.4,470,260,11948,12.5,.626,.134,1.4,12.7,7.2,20.8,2.0,0.5,18.5,15.1,111,107,12.1,15.3,27.4,.110,-0.3,1.3,1.0,9.2
173,Kyle Korver,2004,2020,TOT,NBA,25.4,1224,422,31056,12.8,.615,.159,1.3,11.9,6.7,10.4,1.3,1.0,11.5,16.2,113,107,42.7,30.4,73.1,.113,0.5,0.1,0.6,20.6
174,Marvin Bagley,2019,2020,SAC,NBA,25.3,75,10,1901,18.3,.135,.336,10.3,21.3,15.6,5.7,1.0,3.3,10.4,24.5,109,110,2.0,2.0,4.0,.100,0.0,-1.4,-1.4,0.3
175,Michael Carter-Williams,2014,2020,TOT,NBA,25.3,357,192,9038,13.9,.188,.328,4.0,15.3,9.5,28.2,2.6,1.8,17.6,22.9,96,106,-3.6,10.7,7.0,.037,-1.5,0.6,-0.9,2.5
176,Josh Hart,2018,2020,TOT,NBA,25.3,187,59,4739,11.0,.603,.201,2.9,16.5,9.8,7.5,1.7,1.3,10.6,14.1,109,110,3.1,5.1,8.2,.083,-1.4,0.7,-0.7,1.6
177,Jonas Valančiūnas,2013,2020,TOT,NBA,25.3,551,523,13931,20.2,.043,.356,11.9,27.4,19.7,5.9,0.8,3.4,13.1,20.5,118,105,31.8,19.7,51.5,.177,1.1,-0.4,0.7,9.6
178,Reggie Jackson,2012,2020,TOT,NBA,25.2,553,343,13933,16.0,.310,.221,2.4,10.5,6.5,29.0,1.4,0.4,13.6,24.8,107,109,16.9,12.2,29.1,.100,1.2,-0.7,0.5,8.7
179,Al-Farouq Aminu,2011,2020,TOT,NBA,25.1,688,431,17264,12.3,.352,.264,6.3,20.9,13.6,7.2,2.0,1.8,14.1,15.2,103,106,7.3,20.2,27.5,.076,-1.1,0.6,-0.5,6.6
180,Taj Gibson,2010,2020,TOT,NBA,25.1,799,440,20094,15.5,.019,.289,10.3,17.3,13.8,6.4,1.1,3.2,11.9,17.5,111,105,25.1,27.3,52.4,.125,-1.0,0.2,-0.8,6.4
181,Udonis Haslem,2004,2020,MIA,NBA,25.1,857,499,21539,13.0,.011,.302,9.0,22.3,15.8,5.4,1.0,0.9,11.6,15.1,109,104,23.2,27.6,50.7,.113,-1.4,-0.5,-2.0,0.2
182,Iman Shumpert,2012,2020,TOT,NBA,25.0,459,246,11459,9.8,.463,.160,3.2,12.0,7.6,11.0,2.3,0.9,13.7,15.2,100,108,1.5,11.4,12.9,.054,-2.4,0.7,-1.7,0.9
183,Cedi Osman,2018,2020,CLE,NBA,24.9,202,152,5026,11.1,.477,.196,2.2,13.7,7.8,11.5,1.3,0.5,11.7,17.4,107,117,2.8,1.2,3.9,.038,-1.6,-1.3,-2.9,-1.2
184,Lou Williams,2006,2020,TOT,NBA,24.9,996,118,24775,18.4,.349,.411,1.8,8.4,5.1,22.8,1.8,0.6,11.8,26.4,111,110,45.8,17.5,63.3,.123,2.6,-0.9,1.8,23.6
185,Jae Crowder,2013,2020,TOT,NBA,24.7,601,290,14848,12.9,.535,.253,3.3,14.9,9.1,9.0,2.0,1.1,9.1,17.0,109,107,14.7,17.2,31.9,.103,-0.4,0.5,0.1,7.8
186,Josh Jackson,2018,2020,TOT,NBA,24.7,174,64,4304,11.5,.267,.278,4.3,14.9,9.5,12.1,1.9,1.9,13.7,24.8,93,113,-4.7,2.8,-1.9,-.021,-2.9,-1.1,-4.0,-2.2
187,Michael Kidd-Gilchrist,2013,2020,TOT,NBA,24.7,442,356,10928,13.5,.033,.361,7.0,17.6,12.2,7.5,1.4,2.3,10.0,16.3,108,108,9.6,11.4,21.0,.092,-1.9,0.2,-1.8,0.6
188,Terrence Ross,2013,2020,TOT,NBA,24.6,555,176,13665,12.8,.532,.127,1.6,11.4,6.5,7.1,1.7,1.1,8.2,20.0,106,109,9.4,12.6,22.0,.077,-0.1,-0.4,-0.5,5.2
189,Landry Shamet,2019,2020,TOT,NBA,24.6,126,54,3096,10.2,.731,.172,0.9,6.5,3.8,9.0,0.9,0.5,7.7,14.3,119,114,4.3,2.0,6.3,.097,-0.8,-0.8,-1.6,0.3
190,Kenneth Faried,2012,2019,TOT,NBA,24.5,478,385,11728,19.7,.011,.397,13.8,22.9,18.3,6.5,1.5,2.6,11.7,19.7,116,106,25.5,13.3,38.8,.159,1.2,-0.7,0.5,7.5
191,Austin Rivers,2013,2020,TOT,NBA,24.5,544,149,13325,10.2,.389,.240,1.6,7.9,4.7,14.0,1.4,0.6,11.0,18.2,103,112,4.4,6.9,11.3,.041,-2.2,-0.9,-3.0,-3.5
192,Will Barton,2013,2020,TOT,NBA,24.4,496,161,12110,14.6,.351,.231,3.4,15.8,9.6,15.6,1.5,1.4,11.6,21.0,107,110,11.1,9.8,20.9,.083,0.4,-0.4,0.0,6.2
193,Jerami Grant,2015,2020,TOT,NBA,24.4,447,167,10909,12.8,.334,.416,4.1,13.3,8.6,6.5,1.2,3.8,10.1,16.0,110,108,10.6,11.7,22.3,.098,-1.3,0.4,-0.9,3.1
194,Kris Dunn,2017,2020,TOT,NBA,24.3,227,126,5516,11.9,.227,.162,1.8,13.8,7.6,25.9,3.1,1.6,17.4,18.7,97,109,-2.4,6.3,3.9,.034,-3.3,1.5,-1.8,0.2
195,Devin Harris,2005,2019,TOT,NBA,24.3,985,448,23963,16.0,.317,.434,1.4,9.0,5.2,26.5,2.2,0.6,14.9,21.6,109,109,35.1,19.8,54.9,.110,0.5,0.0,0.6,15.5
196,Josh Okogie,2019,2020,MIN,NBA,24.3,136,80,3304,10.4,.407,.390,4.0,11.8,7.8,7.8,2.2,1.5,12.4,15.3,104,113,0.8,2.6,3.4,.049,-3.0,0.2,-2.7,-0.6
197,Dorian Finney-Smith,2017,2020,DAL,NBA,24.2,247,135,5973,10.2,.540,.192,6.1,12.8,9.4,6.8,1.5,1.5,11.5,13.0,110,111,3.8,5.5,9.3,.075,-1.8,0.2,-1.6,0.6
198,Joe Harris,2015,2020,TOT,NBA,24.2,325,165,7860,12.1,.555,.150,2.5,11.0,6.8,10.2,0.9,0.6,12.4,16.9,113,113,9.0,5.2,14.2,.087,-0.2,-0.6,-0.8,2.3
199,Nikola Mirotić,2015,2019,TOT,NBA,24.2,319,95,7718,16.7,.555,.277,4.2,21.8,13.1,8.3,1.5,2.3,9.9,21.7,110,105,10.2,10.6,20.8,.129,1.4,0.3,1.6,7.1
200,D.J. Augustin,2009,2020,TOT,NBA,24.1,856,313,20634,14.2,.437,.325,1.4,7.6,4.5,26.7,1.3,0.1,14.5,19.5,111,111,30.7,13.7,44.5,.103,0.6,-1.1,-0.5,8.0
201,Emmanuel Mudiay,2016,2020,TOT,NBA,24.1,294,164,7078,11.8,.280,.252,2.1,11.4,6.7,24.9,1.5,1.0,16.4,24.5,96,113,-4.0,3.9,-0.1,-.001,-1.5,-1.6,-3.1,-2.1
202,Kelly Oubre,2016,2020,TOT,NBA,24.1,348,99,8375,12.5,.412,.280,3.7,15.6,9.6,5.8,1.8,1.6,9.3,19.9,105,110,4.2,7.7,12.0,.069,-1.5,-0.4,-1.9,0.2
203,Jarrett Allen,2018,2020,BRK,NBA,24.0,216,169,5184,18.8,.047,.480,10.8,22.7,16.8,7.2,1.0,4.4,13.3,15.7,124,106,11.4,7.6,19.0,.176,0.1,0.9,1.1,4.0
204,Allen Crabbe,2014,2020,TOT,NBA,24.0,381,113,9125,10.8,.553,.160,1.3,11.4,6.3,7.1,1.2,0.9,8.4,16.0,109,112,8.1,5.7,13.7,.072,-1.2,-0.4,-1.6,0.9
205,Jarrett Culver,2020,2020,MIN,NBA,23.9,63,35,1506,9.6,.388,.206,4.7,10.3,7.4,10.8,1.8,2.1,11.5,19.2,94,113,-1.2,1.1,-0.1,-.004,-3.2,-0.8,-4.0,-0.8
206,Jemerrio Jones,2019,2019,LAL,NBA,23.8,6,2,143,12.1,.303,.061,11.8,23.4,17.7,11.4,2.3,2.9,12.9,11.3,102,105,0.0,0.2,0.2,.084,-2.2,2.4,0.2,0.1
207,Terrence Jones,2013,2019,TOT,NBA,23.8,234,118,5562,17.1,.159,.301,8.0,18.1,13.2,7.0,1.3,3.8,8.9,19.2,111,105,7.7,7.0,14.7,.127,0.4,0.1,0.5,3.6
208,DeMarre Carroll,2010,2020,TOT,NBA,23.7,575,339,13616,13.3,.437,.282,5.4,14.6,10.0,8.0,1.9,0.9,9.5,17.0,110,108,15.4,14.0,29.4,.104,-0.2,0.2,0.0,6.7
209,Kevin Knox,2019,2020,NYK,NBA,23.7,140,61,3324,8.6,.428,.249,2.7,14.0,8.2,6.5,1.0,1.4,9.8,20.8,94,115,-2.7,1.6,-1.2,-.017,-3.3,-1.9,-5.2,-2.7
